1,1
2,0
3,1
4,1
5,-1
6,1
7,0
8,0
9,1
10,1
11,1
12,-1
13,1
14,0
15,-1
16,1
17,0
18,-1
19,0
20,0
21,1
22,0
23,0
24,-1
25,0
26,-1
27,0
28,0
29,0
30,-1
31,-1
32,0
33,0
34,1
35,0
36,0
37,1
38,-1
39,-1
40,1
41,1
42,0
43,1
44,0
45,1
46,1
47,0
48,-1
49,0
50,1
51,-1
52,1
53,0
54,0
55,-1
56,0
57,-1
58,-1
59,-1
60,-1
61,0
62,1
63,0
64,-1
65,-1
66,-1
67,0
68,1
69,0
70,1
71,0
72,1
73,-1
74,1
75,0
76,1
77,-1
78,1
79,-1
80,1
81,0
82,0
83,-1
84,0
85,0
86,-1
87,1
88,0
89,0
90,-1
91,1
92,1
93,0
94,0
95,0
96,1
97,0
98,-1
99,0
100,1
101,1
102,-1
103,-1
104,1
105,0
106,0
107,1
108,0
109,1
110,-1
111,-1
112,0
113,0
114,1
115,-1
116,0
117,1
118,1
119,-1
120,1
121,1
122,0
123,0
124,0
125,1
126,0
127,0
128,0
129,1
130,0
131,0
132,1
133,0
134,-1
135,0
136,0
137,0
138,1
139,1
140,-1
141,-1
142,0
143,-1
144,-1
145,0
146,1
147,1
148,1
149,1
150,0
151,0
152,1
153,0
154,1
155,0
156,1
157,0
158,-1
159,1
160,1
161,-1
162,0
163,1
164,1
165,0
166,1
167,1
168,1
169,1
170,1
171,0
172,1
173,0
174,1
175,1
176,0
177,-1
178,0
179,1
180,0
181,1
182,0
183,1
184,0
185,1
186,0
187,0
188,0
189,1
190,1
191,0
192,1
193,0
194,0
195,0
196,0
197,1
198,-1
199,1
200,-1
201,1
202,0
203,1
204,1
205,-1
206,0
207,0
208,0
209,1
210,1
211,-1
212,1
213,0
214,-1
215,0
216,0
217,-1
218,0
219,0
220,-1
221,-1
222,0
223,1
224,-1
225,0
226,1
227,1
228,0
229,1
230,-1
231,0
232,1
233,0
234,1
235,1
236,0
237,0
238,0
239,0
240,1
241,0
242,1
243,1
244,1
245,0
246,1
247,1
248,0
249,0
250,-1
251,0
252,0
253,-1
254,0
255,0
256,0
257,0
258,1
259,0
260,1
261,0
262,0
263,0
264,1
265,0
266,1
267,1
268,1
269,0
270,1
271,0
272,0
273,-1
274,-1
275,-1
276,-1
277,-1
278,1
279,-1
280,-1
281,0
282,1
283,0
284,0
285,1
286,0
287,0
288,0
289,0
290,0
291,1
292,0
293,1
294,1
295,0
296,1
297,1
298,0
299,0
300,0
301,0
302,1
303,1
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,-1
313,-1
314,-1
315,0
316,1
317,0
318,1
319,0
320,0
321,0
322,0
323,0
324,1
325,0
326,0
327,1
328,0
329,0
330,0
331,1
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,-1
344,0
345,0
346,0
347,0
348,1
349,0
350,0
351,0
352,0
353,0
354,0
355,1
356,1
357,0
358,0
359,0
360,1
361,1
362,0
363,0
364,0
365,0
366,1
367,1
368,1
369,0
370,0
371,1
372,1
373,1
374,1
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,1
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,1
391,0
392,0
393,0
394,1
395,0
396,1
397,1
398,1
399,1
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,1
411,1
412,0
413,-1
414,1
415,1
416,-1
417,0
418,0
419,0
420,1
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,1
429,0
430,1
431,1
432,0
433,1
434,0
435,0
436,0
437,-1
438,0
439,0
440,0
441,0
442,1
443,1
444,0
445,1
446,0
447,0
448,0
449,0
450,0
451,1
452,0
453,0
454,0
455,1
456,0
457,0
458,0
459,1
460,0
461,0
462,1
463,1
464,1
465,1
466,1
467,1
468,1
469,0
470,0
471,1
472,0
473,1
474,1
475,1
476,-1
477,0
478,-1
479,-1
480,-1
481,0
482,0
483,-1
484,-1
485,-1
486,-1
487,0
488,1
489,0
490,1
491,0
492,1
493,0
494,0
495,1
496,0
497,1
498,0
499,0
500,1
501,-1
502,-1
503,0
504,-1
505,1
506,0
507,1
508,1
509,0
510,1
511,1
512,0
513,0
514,0
515,1
516,-1
517,1
518,0
519,1
520,1
521,1
522,1
523,0
524,0
525,0
526,0
527,1
528,0
529,0
530,1
531,-1
532,0
533,1
534,1
535,1
536,0
537,1
538,1
539,0
540,0
541,0
542,-1
543,1
544,1
545,0
546,0
547,-1
548,0
549,-1
550,-1
551,1
552,0
553,1
554,0
555,0
556,0
557,0
558,-1
559,1
560,0
561,0
562,1
563,0
564,1
565,1
566,0
567,0
568,1
569,1
570,0
571,1
572,0
573,1
574,-1
575,0
576,0
577,1
578,1
579,0
580,0
581,1
582,1
583,0
584,0
585,1
586,0
587,-1
588,-1
589,-1
590,0
591,-1
592,0
593,0
594,1
595,-1
596,1
597,1
598,0
599,1
600,0
601,-1
602,1
603,1
604,0
605,0
606,1
607,1
608,-1
609,0
610,1
611,0
612,1
613,0
614,0
615,1
616,0
617,1
618,1
619,0
620,0
621,0
622,1
623,1
624,1
625,1
626,1
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,-1
636,0
637,1
638,0
639,-1
640,0
641,1
642,0
643,0
644,0
645,1
646,1
647,1
648,0
649,1
650,1
651,0
652,1
653,0
654,0
655,1
656,-1
657,0
658,-1
659,1
660,1
661,1
662,1
663,1
664,1
665,0
666,-1
667,0
668,1
669,1
670,-1
671,0
672,1
673,0
674,0
675,1
676,1
677,-1
678,1
679,0
680,-1
681,1
682,1
683,1
684,1
685,0
686,1
687,1
688,1
689,1
690,0
691,0
692,0
693,1
694,1
695,0
696,1
697,0
698,1
699,0
700,0
701,1
702,1
703,1
704,0
705,-1
706,-1
707,0
708,0
709,-1
710,1
711,1
712,1
713,0
714,0
715,-1
716,0
717,1
718,0
719,1
720,0
721,0
722,0
723,0
724,1
725,0
726,1
727,0
728,-1
729,0
730,0
731,-1
732,-1
733,-1
734,0
735,0
736,1
737,1
738,-1
739,-1
740,0
741,1
742,1
743,1
744,0
745,0
746,1
747,0
748,0
749,1
750,0
751,1
752,1
753,0
754,1
755,1
756,1
757,-1
758,0
759,0
760,-1
761,-1
762,1
763,0
764,0
765,1
766,1
767,1
768,0
769,-1
770,0
771,0
772,1
773,0
774,1
775,-1
776,0
777,1
778,0
779,1
780,0
781,0
782,1
783,0
784,1
785,0
786,-1
787,1
788,0
789,0
790,-1
791,0
792,-1
793,1
794,0
795,1
796,1
797,0
798,0
799,0
800,1
801,-1
802,0
803,1
804,0
805,-1
806,0
807,0
808,0
809,1
810,-1
811,0
812,0
813,0
814,0
815,1
