1,1
2,1
3,0
4,0
5,1
6,1
7,0
8,1
9,1
10,1
11,0
12,1
13,0
14,1
15,1
16,0
17,0
18,0
19,-1
20,1
21,0
22,-1
23,0
24,1
25,-1
26,0
27,1
28,-1
29,0
30,0
31,0
32,0
33,0
34,1
35,1
36,1
37,0
38,-1
39,0
40,-1
41,0
42,-1
43,1
44,0
45,-1
46,0
47,1
48,-1
49,1
50,0
51,1
52,0
53,1
54,-1
55,1
56,1
57,1
58,0
59,1
60,0
61,1
62,0
63,1
64,1
65,-1
66,0
67,1
68,0
69,1
70,1
71,0
72,0
73,-1
74,0
75,0
76,-1
77,0
78,-1
79,1
80,1
81,0
82,0
83,1
84,-1
85,1
86,-1
87,-1
88,1
89,0
90,1
91,0
92,1
93,-1
94,0
95,0
96,1
97,1
98,0
99,1
100,0
101,1
102,0
103,0
104,0
105,0
106,0
107,0
108,-1
109,1
110,1
111,0
112,0
113,1
114,1
115,0
116,0
117,0
118,0
119,0
120,0
121,-1
122,0
123,1
124,0
125,0
126,0
127,0
128,0
129,1
130,0
131,-1
132,1
133,1
134,1
135,-1
136,0
137,-1
138,-1
139,0
140,1
141,0
142,-1
143,0
144,1
145,0
146,1
147,-1
148,1
149,1
150,-1
151,0
152,0
153,0
154,1
155,0
156,1
157,1
158,-1
159,-1
160,0
161,0
162,1
163,0
164,1
165,-1
166,1
167,1
168,-1
169,1
170,1
171,0
172,0
173,0
174,-1
175,1
176,1
177,1
178,1
179,-1
180,-1
181,-1
182,1
183,-1
184,1
185,1
186,0
187,1
188,1
189,0
190,1
191,1
192,1
193,0
194,1
195,0
196,0
197,1
198,1
199,0
200,1
201,1
202,0
203,0
204,-1
205,1
206,0
207,-1
208,1
209,0
210,0
211,0
212,1
213,1
214,0
215,0
216,0
217,0
218,-1
219,0
220,1
221,0
222,0
223,0
224,1
225,1
226,0
227,1
228,0
229,1
230,1
231,1
232,1
233,0
234,1
235,0
236,0
237,0
238,0
239,1
240,0
241,1
242,1
243,0
244,0
245,1
246,-1
247,1
248,0
249,0
250,0
251,0
252,-1
253,1
254,0
255,1
256,0
257,1
258,0
259,1
260,0
261,0
262,1
263,0
264,1
265,0
266,1
267,0
268,0
269,1
270,1
271,0
272,0
273,1
274,-1
275,-1
276,1
277,-1
278,-1
279,-1
280,-1
281,0
282,0
283,1
284,1
285,0
286,0
287,0
288,0
289,0
290,-1
291,0
292,1
293,0
294,1
295,1
296,1
297,1
298,1
299,0
300,-1
301,1
302,1
303,1
304,1
305,1
306,0
307,1
308,1
309,1
310,1
311,-1
312,-1
313,-1
314,1
315,0
316,1
317,1
318,0
319,1
320,0
321,0
322,0
323,0
324,1
325,-1
326,1
327,0
328,1
329,1
330,0
331,0
332,1
333,0
334,-1
335,-1
336,1
337,0
338,0
339,0
340,0
341,0
342,1
343,0
344,1
345,1
346,-1
347,1
348,0
349,0
350,1
351,1
352,1
353,0
354,0
355,1
356,1
357,1
358,1
359,0
360,1
361,1
362,0
363,1
364,1
365,1
366,1
367,-1
368,1
369,1
370,1
371,1
372,1
373,1
374,0
375,-1
376,0
377,0
378,0
379,1
380,1
381,0
382,0
383,-1
384,0
385,0
386,1
387,-1
388,1
389,0
390,1
391,1
392,0
393,0
394,1
395,0
396,-1
397,1
398,0
399,1
400,-1
401, 0
402, 1
403, 0
404, 0
405, -1
406, 1
407, 1
408, 1
409, 0
410, 0
411, 1
412, 1
413, 0
414, 0
415, 1
416, 1
417, 1
418, 0
419, 1
420, 1
421, 0
422, 1
423, 0
424, 0
425, 1
426, 1
427, 1
428, 0
429, 0
430, 0
431, 0
432, -1
433, 0
434, 1
435, 1
436, 1
437, 0
438, 1
439, 1
440, 1
441, 0
442, 1
443, 1
444, 1
445, 1
446, 1
447, 0
448, 1
449, 0
450, 0
451, 1
452, 1
453, 0
