1,0
2,1
3,0
4,0
5,0
6,1
7,0
8,0
9,0
10,0
11,0
12,0
13,1
14,1
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,1
25,0
26,1
27,1
28,1
29,1
30,1
31,1
32,0
33,1
34,0
35,1
36,1
37,1
38,0
39,1
40,0
41,0
42,-1
43,1
44,1
45,0
46,0
47,0
48,0
49,1
50,0
51,0
52,1
53,0
54,0
55,0
56,1
57,1
58,0
59,0
60,0
61,0
62,-1
63,0
64,0
65,1
66,0
67,-1
68,1
69,0
70,0
71,0
72,1
73,0
74,0
75,-1
76,0
77,0
78,0
79,0
80,-1
81,0
82,0
83,-1
84,1
85,0
86,0
87,-1
88,1
89,1
90,0
91,0
92,0
93,0
94,1
95,-1
96,1
97,0
98,0
99,0
100,1
101,0
102,0
103,0
104,1
105,0
106,1
107,0
108,0
109,0
110,1
111,0
112,1
113,0
114,1
115,0
116,1
117,0
118,1
119,0
120,0
121,0
122,0
123,-1
124,0
125,0
126,1
127,0
128,0
129,0
130,1
131,-1
132,1
133,0
134,0
135,1
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,-1
152,-1
153,0
154,0
155,1
156,0
157,-1
158,0
159,1
160,0
161,1
162,0
163,1
164,1
165,0
166,0
167,0
168,-1
169,0
170,0
171,-1
172,-1
173,0
174,0
175,0
176,1
177,0
178,0
179,0
180,0
181,0
182,1
183,0
184,0
185,0
186,0
187,0
188,-1
189,0
190,1
191,0
192,0
193,-1
194,0
195,-1
196,0
197,1
198,1
199,0
200,-1
201,0
202,1
203,0
204,0
205,0
206,0
207,-1
208,-1
209,0
210,0
211,-1
212,-1
213,-1
214,0
215,0
216,0
217,0
218,0
219,1
220,-1
221,-1
222,1
223,0
224,0
225,0
226,1
227,1
228,1
229,1
230,0
231,1
232,1
233,1
234,0
235,0
236,1
237,1
238,0
239,0
240,1
241,1
242,0
243,1
244,1
245,1
246,0
247,0
248,0
249,1
250,1
251,1
252,1
253,0
254,1
255,-1
256,0
257,0
258,0
259,0
260,0
261,1
262,0
263,0
264,1
265,0
266,1
267,0
268,-1
269,0
270,0
271,0
272,0
273,0
274,0
275,-1
276,0
277,0
278,0
279,0
280,0
281,0
282,1
283,0
284,-1
285,1
286,1
287,1
288,0
289,0
290,0
291,0
292,1
293,1
294,0
295,1
296,0
297,-1
298,-1
299,0
300,1
301,1
302,0
303,0
304,0
305,0
306,1
307,0
308,0
309,0
310,1
311,1
312,0
313,0
314,0
315,1
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,-1
327,1
328,1
329,0
330,1
331,1
332,1
333,1
334,0
335,1
336,1
337,0
338,1
339,0
340,1
341,-1
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,1
350,1
351,0
352,0
353,0
354,0
355,0
356,1
357,0
358,0
359,0
360,0
361,1
362,0
363,0
364,1
365,0
366,-1
367,1
368,0
369,0
370,1
371,1
372,1
373,1
374,0
375,1
376,0
377,0
378,0
379,0
380,1
381,1
382,1
383,0
384,1
385,0
386,0
387,1
388,0
389,0
390,1
391,1
392,0
393,0
394,0
395,1
396,1
397,0
398,1
399,0
400,1
401,0
402,0
403,0
404,0
405,0
406,-1
407,0
408,0
409,0
410,0
411,0
