1,Billionaire Says Global Conditions Are Treacherous And Getting Worse: Our Approach JPMorgan Chase CEO Jamie Dimon emphasized tremendous geopolitical risks facing the economy and market. Find out what strategies to consider for your portfolio.
2,"2 Incredibly Cheap and Reliable Dividend Stocks With Yields Up to 5.5% to Buy Now If you are looking for dividends that keep flowing no matter what the energy market brings, these two stocks are right for you."
3,"11-14% Yielding Dividend Growers: 2 To Buy And 1 To Sell High-yield dividend growth stocks can make for exceptional passive income machines. Find out two 11%+ yields that, we think, are worth buying, and one a sell."
4,Big Dividends For Beating Stagflation In Retirement Stagflation poses a huge threat to retirees seeking to live off of dividends. Click here for a detailed analysis.
5,2 Supercharged Dividend Stocks to Buy Now These high-yield stocks can put more cash in your pocket.
6,Brookfield Renewable: Excellent Outlook For This High-Yielder Brookfield Renewable Partners is a top-tier investment in the renewable energy sector with a growing dividend and valuable assets. Click for my BEP update.
7,"My Dividend Stock Portfolio: New September Dividend Record - 100 Holdings With 12 Buys Septembers investment activity was minimal, with $1,000 invested mainly in Business Development Companies. Check out my dividend stock portfolio."
8,NextEra Energy Partners: Here Comes The Distribution Cut NextEra Energy Partners is signalling a potential distribution cut in NEP units. Read more about alternative investments in the renewable power yieldco space.
9,PID: Mostly Canadian Dividend Growth ETF Invesco International Dividend Achievers ETF includes 50 top international stocks. See how PID ETF stands up compared to other investment options.
10,"Brookfield Renewable Preferreds Offer A Great Yield To Likely Redemption Analyzing Brookfield Renewables growth and valuations, with a recommendation for conservative investors on preferred shares."
11,"Forget AI Stocks, Buy These 2 Big Dividends Instead Read more on top investment picks for passive income in retirement with up to 7.5% yields. Click for 2 picks with up to 7.5% yields for passive income."
12,Two Strategic Dividend Picks: One For Dividend Income And One For Dividend Growth I have added Brookfield Renewable Partners and Linde to The Dividend Income Accelerator Portfolio. Learn more about the portfolio here.
13,Very Good News For Big Dividend Infrastructure Stocks Big dividend infrastructure stocks are thriving. See more about the two major catalysts for this surge and find out which opportunities are still appealing.
14,7 Stocks Im Buying As Recession Fears Fade And Trump Victory Odds Rise Assessing the reasons for the recent rise in the 10-year Treasury rate. Check out 7 stocks that Im buying as recession fears fade.
15,"Brookfield Acquires Share of Four UK Offshore Wind Farms from Ørsted Two leading renewable energy players partner on operational U.K. offshore wind farms. Brookfield to acquire a 12.45% stake in 3.5 GW offshore wind portfolio under long-term contracts LONDON, Oct. 30, 2024 (GLOBE NEWSWIRE) -- Ørsted (CPH: ORSTED) has signed a partnership agreement with Brookfield (NYSE: BAM, TSX: BAM), its institutional partners and its listed affiliate Brookfield Renewable (NYSE: BEP, BEPC; TSX: BEP.UN, BEPC), who will acquire 12.45% minority stakes in four of Ørsted’s operation"
16,This Magnificent High-Yield Dividend Stock Continues to Supercharge Its Growth Engine Brookfield Renewable is adding to its already powerful growth profile.
17,Buy The Dip In These $10 Trillion Opportunity Big Dividends Hand-Over-Fist Undervalued dividend stocks poised to benefit from a $10 trillion opportunity in a major macroeconomic shift. Click here for a detailed analysis.
18,Want to Make a Lot of Money? Meet the Top Stock With a Plan to Enrich Its Investors Over the Next 5 Years and Beyond. Brookfield Corporation is a proven wealth creator with plans to continue growing value for its shareholders.
19,NextEra Energy Partners Vs. Brookfield Renewable Partners: I Would Go With Brookfield Learn why Brookfield Renewable Partners (BEP) may be a more stable and reliable choice for investors compared to NextEra Energy Partners (NEP) due to lower interest rate risk.
20,Unveiling Brookfield Renewable (BEP) Q3 Outlook: Wall Street Estimates for Key Metrics Get a deeper insight into the potential performance of Brookfield Renewable (BEP) for the quarter ended September 2024 by going beyond Wall Streets top -and-bottom-line estimates and examining the estimates for some of its key metrics.
21,"Kimbell Royalty (KRP) Beats Q3 Earnings and Revenue Estimates Kimbell Royalty (KRP) delivered earnings and revenue surprises of 4.76% and 5.18%, respectively, for the quarter ended September 2024. Do the numbers hold clues to what lies ahead for the stock?"
22,"3 Dividend Growth Stocks That Are Screaming Buys in November If youre looking for dividend growth, these three stocks will probably be of great interest to you in November."
23,How I Would Retire Early With $1 Million Living off passive income from dividends is a stress-free retirement strategy. See my recommended portfolio that could meet living expenses for an early retiree.
24,"Brookfield Renewable: Q3 Earnings Snapshot HAMILTON, Bermuda (AP) — Brookfield Renewable Energy Partners LP (BEP) on Friday reported a loss of $39 million in its third quarter. The Hamilton, Bermuda-based company said it had a loss of 32 cents per share. The operator of hydroelectric and wind power generation facilities posted revenue of $1.47 billion in the period."
25,"Brookfield Renewable Announces Record Third Quarter Results All amounts in U.S. dollars unless otherwise indicated BROOKFIELD, News, Nov. 08, 2024 (GLOBE NEWSWIRE) -- Brookfield Renewable Partners L.P. (TSX: BEP.UN; NYSE: BEP) (“Brookfield Renewable Partners”, BEP) today reported financial results for the three and nine months ended September 30, 2024. We had another successful quarter highlighted by agreements to monetize several assets, crystallizing strong returns and generating significant funds to deploy into future growth. We also signed numerou"
26,"My Portfolios Biggest Winners And Losers From A Republican Sweep Financial writer discusses market reaction to election results; S&P 500 rises, REITs weighed down, portfolio adjustments made for high-conviction. Read more here."
27,Brookfield Renewable: Revisiting The Thesis After Trumps Victory Trumps victory compelled the market to initially sell off Brookfield Renewable stock. Read why the market may have made a mistake with regard to the sell-off.
28,Q3 2024 Brookfield Renewable Corp and Brookfield Renewable Partners LP Earnings Call Q3 2024 Brookfield Renewable Corp and Brookfield Renewable Partners LP Earnings Call
29,This 4.5%-Yielding Dividend Stock Continues to Deliver Powerful Growth Brookfield Renewable expects to continue generating high-powered earnings growth.
30,3 Supercharged Stocks That Could Soar Even Higher These growth stocks could continue producing robust returns.
31,"NextEra Energy Partners: 3 Reasons We Are Upgrading To A Strong Cry Despite the ongoing crash, we are upgrading the stock to a Strong Cry due to emerging risks for bears. Explore more details here."
32,"HealthEquity Announces Retirement of CEO Jon Kessler; Scott Cutler Appointed Successor DRAPER, Utah, Nov. 12, 2024 (GLOBE NEWSWIRE) -- HealthEquity, Inc. (NASDAQ: HQY) (“HealthEquity” or the “Company”), the nation’s largest health savings account (“HSA) custodian, today announced that after leading the company for more than 15 years, Jon Kessler, President and Chief Executive Officer, has decided to retire effective January 6, 2025. Mr. Kessler will remain a director and act a special advisor to the Company through April 30, 2025. To succeed Mr. Kessler, the Company announced the"
33,"How To Build A $100,000 Dividend Portfolio: A Strategic Guide To Balance Income And Growth The portfolio effectively integrates the generation of dividend income with the potential for dividend growth. Read more to see my recommendations."
34,"Here Are My Top 2 Dividend Stocks to Buy Now Dividend stocks can be fantastic long-term investments.  Over the past 50 years, the average dividend stock in the S&P 500 has outperformed nonpayers by more than 2-to-1.  The best returns have come from companies that consistently increase their dividends."
35,"NML: Well-Positioned For The Incoming Administration The Neuberger Berman Energy Infrastructure and Income Fund offers a high yield of 7.86%, making it reasonably attractive for income-focused investors. Read more here."
36,Buy The Dip: 6-11% Yields For Growing Retirement Dividend Income The broader markets are soaring right now. Discover three top high-yield dividend growth stocks trading at discounted prices in the current market.
37,"Brookfield Renewable Partners (BEP)’s Nuclear Bet: Westinghouse’s Role in Bulgaria’s Energy Future We recently published a list of 10 Best Nuclear Energy Stocks To Invest In Now. In this article, we are going to take a look at where Brookfield Renewable Partners (NYSE:BEP) stands against other best nuclear energy stocks to invest in now. According to the September updated edition of the report, “Pathways to Commercial Liftoff […]"
38,"2 No-Brainer Energy Stocks to Buy to Cash in on the Coming Power Surge The U.S. power sector is at an inflection point.  After barely growing over the last 20 years, electricity demand in the country is on track to surge over the next two decades.  Few companies are in a better position to capitalize on the expected surge in U.S. power demand than NextEra Energy (NYSE: NEE) and Brookfield Renewable (NYSE: BEPC)(NYSE: BEP)."
39,"TVA Enters 10-year Power Purchase Agreement with Argo and Brookfield’s Smoky Mountain Hydro Facilities NEW YORK & KNOXVILLE, Tenn., November 19, 2024--Tennessee Valley Authority (TVA) together with Argo Infrastructure Partners, LP (Argo) and Brookfield Asset Management (Brookfield) (NYSE: BAM, TSX: BAM), with its listed affiliate Brookfield Renewable (NYSE: BEP, BEPC; TSX: BEP.UN, BEPC) today announced the signing of a landmark 10-year power purchase agreement (PPA) with power to be delivered by the Cheoah, Calderwood, Chilhowee and Santeetlah dams, together known as the Smoky Mountain Hy"
40,"TerraForm Power Names Mark Noyes as CEO NEW YORK, Nov. 19, 2024 (GLOBE NEWSWIRE) -- TerraForm Power, a leading developer, builder, and operator of renewable power, announced today that it has named Mark Noyes as Chief Executive Officer and President to further the company’s strategy across existing and new opportunities for growth. Mr. Noyes brings with him over 30 years of experience in the energy sector and joins TerraForm Power from RWE Clean Energy’s leadership team where he was the Chief Executive Officer. Under his leadership, R"
41,"TVA secures ten-year PPA for 377MW hydroelectric power Clean energy will be supplied from the Cheoah, Calderwood, Chilhowee and Santeetlah dams."
42,"My Dividend Stock Portfolio: New October Dividend Record - 100 Holdings With 15 Buys Investment activity in October focused on Business Development Companies. Check out my portfolio, my main picks, and my target for 2024."
43,Allocating $50K In A Dividend Portfolio: Enhancing SCHD With 10 High-Yield Picks Learn how to build a $50k dividend portfolio by enhancing Schwab U.S. Dividend Equity ETF with Novembers top 10 high dividend yield picks. Click for more on SCHD.
44,"2 High-Yield Dividend Stocks You Can Buy and Hold for a Decade Dividend stocks can be phenomenal long-term investments.  For example, a stock delivering a 10% annual total return can double your money every seven years.  Brookfield Renewable (NYSE: BEPC)(NYSE: BEP) and Enbridge (NYSE: ENB) are great stocks for those seeking a high dividend yield."
45,"Billionaire Bill Ackman Recently Bought One of My Favorite Stocks. Heres Why I Think It Was a Brilliant Move. Bill Ackman is a billionaire nine times over, according to Forbes.  One stock he recently loaded up on is Brookfield (NYSE: BN) -- which also happens to be one of my favorite stocks and top holdings.  Heres why I think buying Brookfield was a wise move that will likely make Ackman even more money."
46,"1 Ultra-High-Yield Dividend Stock (I Just Bought) That You Can Buy and Hold for a Decade Mr. Market, a construct of the famous value investor Benjamin Graham, is a fickle individual.  When shopping for potential investments, I occasionally get access to the attractive price, which is what happened with my investment in WEC Energy (NYSE: WEC).  The yield, the history of dividend growth, and the opportunity presented by the utilitys ongoing shift toward cleaner energy was more than enough to get me in the door."
47,"7 Stocks Im Buying In Defiance Of Post-Election Euphoria There is a dangerous euphoria in certain stock sectors. Heres my dividend stock buy list, which have not enjoyed even a little bit of the post-election optimism."
48,"Dividend Champion, Contender, And Challenger Highlights: Week Of November 24 Stay informed on dividend activity with a weekly summary for Dividend Champions, Contenders, and Challengers, including changes and upcoming dates."
49,"Got $1,000? Here Are 3 Great Energy Stocks to Buy Right Now. The energy industry has reached a major inflection point.  Brookfield Renewable (NYSE: BEPC)(NYSE: BEP), Clearway Energy (NYSE: CWEN.A)(NYSE: CWEN), and NextEra Energy (NYSE: NEE) stand out to a few Fool.com contributors as the best ones to buy for those with $1,000 to invest right now."
50,An Important Warning For Dividend Investors After Donald Trumps Victory Trumps policies are expected to impact dividend stocks. Read our analysis on market behavior and where weâre focusing investments in response.
51,"Overrated And Underrated Blue-Chip Dividend Growth Stocks Dividend growth stocks can be powerful wealth-compounding instruments, but not all are worth buying at all times. I discuss some that are overrated and some that are underrated right now."
52,Silver Beech Capital Q3 2024  Investor Letter Silver Beech returned 22.3% through Q3 YTD 2024 vs. S&P 500âs 22.1% return and the Russell 2000âs 11.2% return. Click here to read the full fund letter. 
53,"How To Build A $25,000 Dividend Portfolio, Johnson & Johnson As Your Core Holding Johnson & Johnson offers an effective combination of dividend income and dividend growth. Check out my portfolio with JNJ stock as the largest proportion."
54,"Brookfield Corporation: Still A Complex, Misunderstood, And Undervalued Company Since we invested, Brookfield has gone from strength to strength. Heres our written update on BN stock. "
55,The 8 Stocks And 1 ETF On My Buy List Going Into December Government spending cuts and Elon Musks DOGE initiative face challenges. See why cash-rich AI stocks and 1 ETF may be a strong addition to your portfolio.
56,"Meet the Monster Stock That Continues to Crush the Market Brookfield traces its roots back over 100 years.  The company has a rich heritage of owning and operating real assets like infrastructure, real estate, and renewable power.  Today, it has three core businesses: alternative asset management, wealth solutions, and operating businesses."
57,"2 No-Brainer High-Yield Utility Investments to Buy Right Now For example, even after a rally, Black Hills Corporation (NYSE: BKH) still yields roughly 4%.  When it comes to utilities, Black Hills is about as plain vanilla as they get.  Well, perhaps aside from rewarding investors with reliable dividend growth, noting that Black Hills is a Dividend King with over five decades worth of annual dividend increases under its belt."
58,"3 Top Energy Stocks to Buy as 2024 Draws to a Close Energy demand should continue growing in 2025 and beyond.  This means several energy stocks still look like compelling long-term investments as we close out 2024.  Black Hills (NYSE: BKH), Western Midstream Partners (NYSE: WES), and Brookfield Renewable (NYSE: BEP)(NYSE: BEPC) stand out to a few Fool.com contributors as great ones to buy before we head into the new year."
59,"4 Top Dividend Stocks Yielding More Than 4% to Buy Hand Over Fist This December Dividend yields have been falling over the past year because of the nearly unabated rally in the stock market.  The S&P 500s dividend yield is down to about 1.2%, near its lowest level in about 20 years.  While dividend yields are generally lower these days, there are still some compelling income opportunities."
60,"The Best Energy Stock to Invest $1,000 in Right Now From the electrification of the transportation sector to the emergence of artificial intelligence (AI), power demand is on track to grow exponentially in the next decade.  Forecasters expect data center power demand alone to grow 15-fold by 2030, rising from 2% of global consumption to almost 10% (and up to 20% of total U.S. power demand).  Given the climate goals of global technology companies, renewable energy will play a pivotal role in powering AI data centers."
61,"Brookfield Renewable to Issue C$200 Million of Green Subordinated Hybrid Notes The prospectus supplement, the corresponding base shelf prospectus and any amendment thereto in connection with this offering will be accessible through SEDAR+ within two business days. NOT FOR DISTRIBUTION TO U.S. NEWSWIRE SERVICES OR FOR DISSEMINATION TO THE UNITED STATES BROOKFIELD, News, Dec. 05, 2024 (GLOBE NEWSWIRE) -- Brookfield Renewable (NYSE: BEP, BEPC; TSX: BEP.UN, BEPC) (“Brookfield Renewable”) today announced that it has agreed to issue C$200 million aggregate principal amount of Fi"
