201,2025-06-17,"Solar Stocks Plunge as Senate Bill Ends Key Tax Credits Early (Bloomberg) -- Shares of US solar companies fell sharply after Senate Republicans released a bill that would end clean energy tax credits earlier than expected, dashing hopes that major cuts passed by the House wouldn’t stick.Most Read from BloombergSecurity Concerns Hit Some of the World’s ‘Most Livable Cities’As Part of a $45 Billion Push, ICE Prepares for a Vast Expansion of Detention SpaceAs American Architects Gather in Boston, Retrofits Are All the RageHow E-Scooters Conquered (Most of) Eu"
202,2025-06-18,"Solar stocks, Eli Lilly & Verve, PureCycle: Trending Tickers Enphase (ENPH), SolarEdge (SEDG), First Solar (FSLR), Sunrun (RUN), Plug Power (PLUG), and Array Technologies (ARRY) plunge after the Senate revealed its revisions to President Trumps tax bill, which included cuts to solar and wind energy tax credits. Eli Lilly (LLY) is set to acquire Verve Therapeutics (VERV), sending Verves stock skyrocketing. PureCycle Technologies (PCT) stock surges on the companys plans to grow its plastic recycling capacity to 1 billion pounds by 2030. To watch more expert insights and analysis on the latest market action, check out more Market Domination here."
203,2025-06-19,Plug Power and Allied Green Deepen Their Strategic Partnership With The Electrolyzer Contract. Plug Power Inc. (NASDAQ:PLUG) is among the 13 Best Hydrogen and Fuel Cell Stocks to Buy According to Analysts. The firm and Allied Green Ammonia have announced a new 2 GW electrolyzer agreement for a $5.5 billion green chemical manufacturing facility in Uzbekistan at the Tashkent International Investment Forum. This extends the partners’ total commitment […]
204,2025-06-20,"Plug Powers Electrolyzer Sales Jump in Q1: Can the Momentum Sustain? PLUGs electrolyzer revenues soar in Q1 2025, fueled by rising global demand for green hydrogen solutions."
205,2025-06-20,"Cummins CEO’s Winning Mantra: Profitability and Renewable Power Jennifer Rumsey became CEO of  Cummins  in August 2022 amid historic industry turmoil.  Infatuated with electric trucks and hydrogen power, investors had bid up shares of  Nikola  and  Plug Power  which were suddenly worth about as much as Cummins, a profit machine with more than a century of history.  Rumsey has bold ambitions for Cummins’ renewable-technology business, Accelera, organized in 2023."
206,2025-06-21,"Plug Power (PLUG) Dips More Than Broader Market: What You Should Know Plug Power (PLUG) closed the most recent trading day at $1.11, moving 2.63% from the previous trading session."
207,2025-06-24,"Plug Executive Leadership to Participate in Investor Conferences in New York and London SLINGERLANDS, N.Y., June 24, 2025 (GLOBE NEWSWIRE) -- Plug Power Inc. (NASDAQ: PLUG), a global leader in end-to-end hydrogen solutions for the green hydrogen economy, today announced its participation in two upcoming investor conferences, reinforcing its commitment to ongoing engagement with the financial community. Plug executives will participate in one-on-one meetings and a fireside chat to discuss the Company’s strategic priorities and long-term growth plans: June 24, 2025 – J.P. Morgan Ener"
208,2025-06-25,Why Plug Power Popped Today Is Plugs hype worth the stock price pop?
209,2025-06-27,Are These 3 Bullish Signs Enough to Make Plug Power a Buy in June? Shares of Plug Power have soared some 32% over the past month.  Shares of fuel cell and hydrogen specialist Plug Power (NASDAQ: PLUG) are showing signs of recovering from the dismal performance they put up for most of 2025s first half.  Investors would be better advised to refrain from buying Plug stock.
210,2025-06-27,"Plug Powers Equipment Revenues Decline: Is the Risk Priced In? PLUG sees legacy product sales slump, but a 582% jump in electrolyzers revenues and global contracts signal a green pivot."
211,2025-06-28,"Plug Power (PLUG) Stock Sinks As Market Gains: What You Should Know Plug Power (PLUG) closed the most recent trading day at $1.16, moving 4.92% from the previous trading session."
212,2025-06-29,"Wind, solar credits face shorter phase-out in new tax bill (Bloomberg) -- Key tax incentives for US wind and solar projects would face a more aggressive phase-out in the Senate’s latest version of President Donald Trump’s spending package. Most Read from BloombergPhiladelphia Transit System Votes to Cut Service by 45%, Hike FaresUS Renters Face Storm of Rising CostsSqueezed by Crowds, the Roads of Central Park Are Being ReimaginedSprawl Is Still Not the AnswerMapping the Architectural History of New York’s ChinatownThe tweak, which follows pushback by T"
213,2025-06-30,Plug Power Inc.(NasdaqCM: PLUG) dropped from Russell Small Cap Comp Growth Index Plug Power Inc. dropped from Russell Small Cap Comp Growth Index...
214,2025-06-30,"5 Revealing Analyst Questions From Plug Power’s Q1 Earnings Call Plug Power’s first quarter results saw revenue growth and operational improvements, but the market reacted negatively to ongoing margin pressure and continued losses. Management attributed the quarter’s performance to renewed momentum in the material handling segment and successful commissioning of additional hydrogen production capacity. CEO Andy Marsh highlighted that Plug Power’s “Q1 cash burn was down nearly 50% year-over-year,” due to cost reduction initiatives and improved execution across"
215,2025-06-30,"Plug Power Stock Is Surging. Why Hydrogen Just Got a Boost From the Senate Bill. The Senate’s latest rewrite of the bill offers tax credits to the industry through to Jan. 1, 2028, two years longer than the previous version.  Shares of  Plug Power  the largest pure-play clean hydrogen company in the U.S., rose 10% in early trading.  Bloom Energy  which makes fuel cells that can run on hydrogen, was up 8.5%."
216,2025-06-30,"Plug Power vs. Bloom Energy: Which Fuel Cell Stock Should You Bet On? BEs strong sales growth, rising EPS and expanding global partnerships give it an edge over struggling rival PLUG."
217,2025-06-30,Renewable energy shares mixed as U.S. Senate preserves some tax credits in Trump bill (Reuters) -Shares of U.S. renewable energy firms saw a mixed performance in early Monday trading after the U.S. Senate advanced President Donald Trumps sweeping tax-and-spending bill.  The final version preserved tax credits for solar leasing  —  an arrangement where a third-party owns and installs a solar panel system on a customers property for a fee to use the system and the electricity it generates.  Shares of solar panel maker First Solar rose 7.1% at $163.00 while battery firms Sunrun climbed 7.8% to $8.01 and Fluence Energy gained 3.1% to $6.33.
218,2025-06-30,"Renewables Slide as Senate Bill Takes Aim at Clean Energy (Bloomberg) -- Republican lawmakers are debating a bill that ramps up President Donald Trump’s assault on wind and solar power, a worse-than-expected jolt to clean energy while providing aid for fossil fuels.Most Read from BloombergPhiladelphia Transit System Votes to Cut Service by 45%, Hike FaresSqueezed by Crowds, the Roads of Central Park Are Being ReimaginedSprawl Is Still Not the AnswerSao Paulo Pushes Out Favela Residents, Drug Users to Revive Its City CenterStruggling Downtowns Are Looki"
219,2025-07-01,"Is Plug Power Stock a Buy, Sell, or Hold for July 2025? With Plug Power staging a comeback lately, is the stock a buy this month?"
220,2025-07-01,Plug Power May Be Getting a Senate Lifeline. How Should You Play PLUG Stock Here? Plug Power stock rallies as the Senate extends hydrogen tax credits through the end of 2027. But there’s still reason to consider avoiding exposure to PLUG shares.
221,2025-07-02,Should You Buy Plug Power Stock While Its Below $3? The pure-play hydrogen power company might have a bright future.
222,2025-07-03,Plug Power Eyes Expansion in Green Energy Sector: Can It Deliver Growth? PLUG battles cash burn and weak sales but eyes a turnaround with major hydrogen plant investments and a $1.66B DOE loan.
223,2025-07-04,"Why Plug Power Stock Soared Today Plug Power stock gained ground in conjunction with a bullish day of trading for the broader market.  Plug Power (NASDAQ: PLUG) stock closed out Thursdays trading with big gains.  A better-than-expected jobs report and increasing optimism surrounding the broader macroeconomic backdrop for stocks helped support gains for the broader market, and Plug Power also had some good news for investors."
224,2025-07-07,"Up 45% in a Month, Should You Buy Plug Power Stock Here? This article examines whether investors should buy Plug Power stock following its more than 45% surge in a month."
225,2025-07-08,Why Plug Power Stock Surged 69% in June Is the worst over for Plug Power stock?
226,2025-07-08,"Transcript : Plug Power Inc. - Special Call Presentation Operator MessageOperator Hello, and welcome to todays Plug Power Investor Update Conference Call and Webcast. [Operator Instructions] As a reminder, this conference is being recorded...."
227,2025-07-09,Why Plug Power Stock Skyrocketed Today Plug Power is a leading hydrogen production company.  Plug and a partner have agreed to extend a partnership through 2030.  Prospective investors should confirm in upcoming quarterly reports if there are improvements in the companys financial health.
228,2025-07-09,"Plug Power Extends Strategic Hydrogen Supply Agreement with Multi-Year Contract and Improved Economics with Key Hydrogen Supplier New Deal Strengthens Domestic Hydrogen Supply, Reduces Cost Structure and Supports Continued Growth of Plug ApplicationsSLINGERLANDS, N.Y., July 09, 2025 (GLOBE NEWSWIRE) -- Plug Power Inc. (NASDAQ: PLUG), a global leader in comprehensive hydrogen solutions, today announced a new multi-year enhanced supply agreement with a leading U.S.-based industrial gas company and longtime hydrogen partner through 2030. The agreement extends the companies’ current strategic relationship through 2030, securin"
229,2025-07-09,Prediction: 2 Stocks That Will Be Worth More Than D-Wave Quantum 2 Years From Now QuantumScape and Plug Power might have more upside potential.
230,2025-07-10,"Why Plug Power Stock Is Soaring Today Plug Power announced a new deal that will provide the company with fuel at a reduced rate.  Plug Power continues to struggle with stagnant sales and significant cash burn.  The spike comes as the S&P 500 (SNPINDEX: ^GSPC) and Nasdaq Composite (NASDAQINDEX: ^IXIC) were up 0.4% and 0.6%, respectively."
231,2025-07-10,Plug Power Just Scored a Supply Agreement Win. How Should You Play PLUG Stock Here? Plug Power stock soars on a new supply agreement with a key U.S. industrial gas partner. H.C. Wainwright continues to see upside in PLUG shares to $3.
232,2025-07-10,"Stocks making big moves yesterday: Mirion, Penguin Solutions, Byrna, Plug Power, and Bloom Energy Check out the companies making headlines yesterday:"
233,2025-07-10,"Plug Power (PLUG) Spikes Up 25.3% on Renewed Hydrogen Supply Contract Plug Power Inc. (NASDAQ:PLUG) is one of the 10 Stocks Going Wild. Plug Power skyrocketed by 25.35 percent on Wednesday to end at $1.78 apiece following news that it deepened its partnership with a long-time US-based industrial gas company for the supply of liquid hydrogen through 2030. In a statement, Plug Power Inc. (NASDAQ:PLUG) said […]"
234,2025-07-11,"Plug Power Stock Down 38% in Past Six Months: What Should Investors Do? PLUG stock plunges 38% in six months amid falling hydrogen equipment sales and cash burn, despite long-term growth hopes."
235,2025-07-15,"PLUG NAMED EXCLUSIVE WHOLESALE PARTNER FOR RECURRENTS EV SELLING PLATFORM Plug, the only online wholesale auction platform designed specifically for used electric vehicles, has been named the exclusive wholesale partner for Recurrents consumer-facing Sell with Recurrent service. Sellers can now receive a guaranteed offer for their used EVs in less than an hour."
236,2025-07-15,"Energy Plug Technologies Corp. - Q2 2025 Corporate Update Vancouver, British Columbia--(Newsfile Corp. - July 15, 2025) - Energy Plug Technologies Corp. (CSE: PLUG) (OTCQB: PLGGF) (FSE: 6GQ) (Energy Plug, PLUG, or the Company), in partnership with Indigenous-owned Malahat Battery Technologies, continues its focus on delivering Canadian-designed, secure energy systems. With 2025 marking a pivotal year, the Company is targeting domestic and export markets with systems primarily built from Canadian components.Management Commentary:In Q1 2025, we ma"
237,2025-07-15,"Plug Power (PLUG) Stock Declines While Market Improves: Some Information for Investors Plug Power (PLUG) reached $1.57 at the closing of the latest trading day, reflecting a -3.09% change compared to its last close."
238,2025-07-15,"Why Plug Power (PLUG) Shares Are Sliding Today Shares of fuel cell technology Plug Power (NASDAQ:PLUG) fell 6.5% in the afternoon session after an analyst at B. Riley lowered their earnings estimates for the company. The research firm reduced its second-quarter 2025 earnings per share (EPS) forecast for Plug Power, anticipating a loss of ($0.15) per share, down from a previous estimate of a ($0.12) loss. This more pessimistic view on the companys upcoming earnings adds to persistent investor concerns surrounding Plug Powers financial healt"
239,2025-07-16,"Plug Power Eyes Reducing Cash Burn Rate: Can It Be a Game Changer? PLUGs Project Quantum Leap cuts cash burn rate nearly 50% in Q1 2025, aiming for $200M in annualized savings."
240,2025-07-17,Why Plug Power Stock Tumbled 30% in the First Half of 2025 Plug Power stock surged 69% in June but is down for the year overall so far. Whats brewing?
241,2025-07-18,"BC-Most Active Stocks Globavend Holdings Ltd. 65,364,488 0.0395"
242,2025-07-18,Why Shares of Plug Power Popped Today The European Commission plans on boosting spending for its Connected Europe Facility program.  A project in Germany is one example of Plug Powers presence in Europe.  Prospective investors would be better advised to wait for the companys upcoming financial report for better insight into the company.
243,2025-07-20,Plug Power (PLUG) Surges 8.5% as Fuel Cell Market Begins to Boom We recently published These 10 Stocks Surprisingly Lead Gains While Wall Street Naps. Plug Power Inc. (NASDAQ:PLUG) is one of this week’s top performers. Plug Power saw its share prices increase by 8.48 percent on Friday to finish at $1.79 apiece as investors took path from research studies that the fuel cell market is expected to expand […]
244,2025-07-21,Did Plug Power Stock Deserve Todays Price Pop? Plug stock still looks stuck.
245,2025-07-22,"As Analysts Sweeten on Hydrogen, Is Plug Power Stock a Buy? This article explores whether Plug Power stock is worth buying as analysts sweeten on the hydrogen industry."
246,2025-07-25,"Plug Powers Equipment Weakness Grows: Whats the Road Ahead? PLUG battles weak demand in core products, but a 3GW deal signed in January could ignite long-term green hydrogen growth."
247,2025-07-25,"Why Plug Power Stock Rocketed Higher This Morning and Then Fell Back to Earth When a fuel cell peer reports encouraging news, many investors inclination is to buy Plug Power stock."
248,2025-07-26,Speculative frenzy raises risk of stock market downturn: Goldman Sachs Goldman Sachs analysts are sounding the alarm on speculative trades. They could be signaling a market pullback ahead.
249,2025-07-27,"The Smartest Green Energy Stocks to Buy With $100 Right Now Nio, Plug Power, and Cameco could keep growing as the renewable market expands."
250,2025-07-28,"Plug Power vs. FuelCell Energy: Which Fuel Cell Stock has Greater Upside? PLUGs cost cuts, DOE loan boost and hydrogen expansion may give it the edge over FCELs rising expenses and debt."
251,2025-07-28,"Plug Power Insider Ups Holding By 33% During Year Looking at Plug Power Inc.s ( NASDAQ:PLUG ) insider transactions over the last year, we can see that insiders were net..."
252,2025-07-29,"Ballard Power: Waiting For New Leadership To Right The Ship - Hold Ballard Power Systems Inc. shares surged 70% on leadership changes and key orders. Despite hydrogen challenges, click for why BLDP stock is rated Hold."
253,2025-07-29,"Plug Power (PLUG) Stock Sinks As Market Gains: Heres Why Plug Power (PLUG) closed the most recent trading day at $1.77, moving 3.8% from the previous trading session."
254,2025-07-30,"Why Plug Power (PLUG) Dipped More Than Broader Market Today The latest trading day saw Plug Power (PLUG) settling at $1.59, representing a -10.17% change from its previous close."
255,2025-08-01,"Why Plug Power Stock Is Powering Down This Week For Plug Power stock this week, no news isnt proving to be good news."
256,2025-08-02,"Plug Power Inc. (PLUG) Secures $1.66B DOE Loan for Green Hydrogen Plants We recently compiled a list of the 10 Best Low Cost Stocks To Buy Under $50. Plug Power Inc. stands second on our list. Plug Power Inc. (NASDAQ:PLUG) is a key player in the clean energy space, developing hydrogen fuel cells and electrolyzer systems to support the decarbonization of transport, logistics, and industrial sectors. The […]"
